,text,Username,Timestamp,lenght,location,device,RT,Reply
294,RT @markets: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co/…,Macronomics1,Thu Dec 19 07:07:53 +0000 2019,140,,iPhone,True,
295,Server Side Include Injection https://t.co/q6jo9DqIx7 https://t.co/L7jlzNzCoH basics mission 8 #hacking #websecurity #ctf,42Entwickler,Thu Dec 19 07:08:00 +0000 2019,121,,-,False,
296,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",ZebrashineDarcy,Thu Dec 19 07:08:01 +0000 2019,140,"California, USA",iPhone,True,
297,"RT @hatr: Fox-IT has put a very interesting report on APT20, a group that has been quiet for years, as  @frankgr tells Bloomberg. One inter…",TimAnders0n,Thu Dec 19 07:08:05 +0000 2019,140,London,iPhone,True,
298,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",BoltonBaratheon,Thu Dec 19 07:08:07 +0000 2019,140,"Minnesota, USA",Android,True,
299,"Hacking, Privacy, and Democratic Freedoms in the Information Age Bush Center https://t.co/IQFquTQLe1",MichealJustin3,Thu Dec 19 07:08:15 +0000 2019,100,UK,-,False,
300,"RT @DennyboyWhite: Report: Financial firms still losing customer data to malware and hackers - TechRepublic
#cybersecurity #Hacking #malwar…",vishne0,Thu Dec 19 07:08:20 +0000 2019,140,India,-,True,
301,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",tlmundy2,Thu Dec 19 07:08:30 +0000 2019,140,,iPhone,True,
302,"@ROTY_IDLE_kfg Sorry but can't disclose the account due to some 'said-to-be hacking' incident that happened to that account. Some of the tweets got deleted specifically the full album content prediction.  
https://t.co/Bksm4PV8G8",BIN_210402,Thu Dec 19 07:08:31 +0000 2019,229,Virtual World ,Android,False,ROTY_IDLE_kfg
303,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",MrNosegbe,Thu Dec 19 07:08:35 +0000 2019,140,,iPhone,True,
304,"RT @Infosavvy_: Our Happy Students Reviews....
.
Just Fill the Form- https://t.co/BUZx4ySmne
.
#awscertified #pentesting #certification #et…",ProgrammingEm,Thu Dec 19 07:08:52 +0000 2019,140,,-,True,
305,RT @jwgop: Lunacy has reached the danger zone! Join us @ProjectLincoln to end the madness. @gtconway3d @TheRickWilson @SteveSchmidtSES @ree…,UrsulaCuffee,Thu Dec 19 07:08:59 +0000 2019,140,,Android,True,
306,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",Dierdra03,Thu Dec 19 07:09:00 +0000 2019,140,"Louisville, Ky",Android,True,
307,"RT @hatr: Fox-IT has put a very interesting report on APT20, a group that has been quiet for years, as  @frankgr tells Bloomberg. One inter…",pedantic_hacker,Thu Dec 19 07:09:01 +0000 2019,140,,iPhone,True,
308,"RT @UE_UpperEchelon: Holy shit... players in Fallout 76 are now hacking in, spawning Fallout 4 assets that are contained within the engine,…",AegisOrnus,Thu Dec 19 07:09:08 +0000 2019,140,"Seattle, WA",Android,True,
309,"'Police trying to break up #ClimateCrisis protests outside the Australian Prime Minister's Sydney home are coughing and hacking from weeks of outdoor exposure to  #SydneySmoke'

Please offer help to any police you see suffering heat stress or other #ClimateReality health impacts.",TheMurdochTimes,Thu Dec 19 07:09:10 +0000 2019,280,Sydney,Mobile device,False,
310,RT @foxit: Operation Wocao: shining a light on one of China's hidden hacking groups. https://t.co/xEY38US0HR https://t.co/39D7gEaUNf,A_Postma,Thu Dec 19 07:09:15 +0000 2019,132,,iPhone,True,
311,RT @samaaron: Happy hacking. https://t.co/bt1cgg5yXi,PhookyCom,Thu Dec 19 07:09:22 +0000 2019,52,Berlin,iPhone,True,
312,@smittal_ips What is partial hacking  ?,iamimranc,Thu Dec 19 07:09:32 +0000 2019,39,Karnataka,Android,False,smittal_ips
313,Operation Wocao : Shining a light on one of China’s hidden hacking groups - https://t.co/YkBHcgKYQ5,y0m,Thu Dec 19 07:09:35 +0000 2019,99,Anywhere out of the world.,Mobile device,False,
314,"RT @MuellerSheWrote: When we joked about this, we were unwittingly not joking. https://t.co/5QUIvW29AY",CornelisDeMooij,Thu Dec 19 07:09:39 +0000 2019,102,,Android,True,
315,"RT @daybrak1971: @wikileaks when will we stop blaming Russians, hacking, falsehoods and start blaming our own corrupt political system?!",RAYTRUM04114776,Thu Dec 19 07:09:40 +0000 2019,136,,Android,True,
316,"RT @gomez_mariscal: Our work to face the limitations associated with the p-value is already available: 

Confronting p-hacking: addressing…",andresm_1986,Thu Dec 19 07:09:45 +0000 2019,139,"Dresden, Sachsen",Android,True,
317,RT @BSidesCapeTown: BSIDES CPT 2019 - Web Application Vulnerability Scanners: An Intro &amp; Discussion - Robert Feeney @RobertFeeney92: https:…,cybersec_feeds,Thu Dec 19 07:09:46 +0000 2019,144,Internet,-,True,
318,RT @frankgr: A Chinese hacking group was able to spy for years while staying under the radar. This morning we published our research in a r…,WimSijstermans,Thu Dec 19 07:09:51 +0000 2019,140,Netherlands,-,True,
319,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",Cynthia61890872,Thu Dec 19 07:09:59 +0000 2019,140,,iPhone,True,
320,RT @BSidesCapeTown: BSIDES CPT 2019 - Web Application Vulnerability Scanners: An Intro &amp; Discussion - Robert Feeney @RobertFeeney92: https:…,yourXss,Thu Dec 19 07:10:00 +0000 2019,144,,-,True,
321,"RT @USCyberMag: 4.1 billion records were exposed within the first six months of 2019. This is a 52% rise from same period in 2018.

https:/…",yourXss,Thu Dec 19 07:10:00 +0000 2019,140,,-,True,
322,"RT @USCyberMag: 4.1 billion records were exposed within the first six months of 2019. This is a 52% rise from same period in 2018.

https:/…",yourXss,Thu Dec 19 07:10:00 +0000 2019,140,,-,True,
323,"RT @Secure_Link: #Cybershots of 2019 everyday! 

#passwordsecurity #cybersecurity #security #technology #tech #infosec #programming #privac…",yourXss,Thu Dec 19 07:10:00 +0000 2019,140,,-,True,
324,"RT @USCyberMag: 4.1 billion records were exposed within the first six months of 2019. This is a 52% rise from same period in 2018.

https:/…",yourXss,Thu Dec 19 07:10:00 +0000 2019,140,,-,True,
325,"RT @DennyboyWhite: Report: Financial firms still losing customer data to malware and hackers - TechRepublic
#cybersecurity #Hacking #malwar…",yourXss,Thu Dec 19 07:10:00 +0000 2019,140,,-,True,
326,"RT @Hakin9: The Threat Hunting Environment https://t.co/RdvYYTpBFG 

#infosec #hacking #hackers #Pentesting #programming #pentest #opensour…",yourXss,Thu Dec 19 07:10:00 +0000 2019,140,,-,True,
327,"corrupt governments and political leaders mad so they killin the real ones tryna expose em for who and what they really are, this shit is real",7goodlux,Thu Dec 19 07:10:10 +0000 2019,142,,iPhone,False,
328,@Excellion Could you guys please stop hacking Craig already,pmullr,Thu Dec 19 07:10:21 +0000 2019,59,Germany,Android,False,Excellion
329,No one said Trump supporters were smart,AngellieTerri,Thu Dec 19 07:10:42 +0000 2019,39,,Mobile device,False,
330,RT @BSidesCapeTown: BSIDES CPT 2019 - Put Words In My Mouth - Amy Manià @The_MunX: https://t.co/e2dEIgzaBW. #bsidescapetown #bsidescapetown…,cybersec_feeds,Thu Dec 19 07:10:47 +0000 2019,140,Internet,-,True,
331,RT @foxit: Operation Wocao: shining a light on one of China's hidden hacking groups. https://t.co/xEY38US0HR https://t.co/39D7gEaUNf,dcypher_nl,Thu Dec 19 07:10:50 +0000 2019,132,,iPhone,True,
332,Another tidbit of WH Gonzo Logic! Geez!,Cynthia61890872,Thu Dec 19 07:10:58 +0000 2019,39,,iPhone,False,
333,RT @blueteamsec1: Operation Wocao: Shining a light on one of China’s hidden hacking groups (APT20) https://t.co/o4tQx1EdVn #blueteam #cyber…,CSOCIntel,Thu Dec 19 07:11:00 +0000 2019,140,,Bot,True,
334,RT @Tin_Tin_in_Tibt: @GordonGChang @HHstandwithHK China has no solid background.  China was not built on hard working and intellectual peop…,van_rant,Thu Dec 19 07:11:05 +0000 2019,140,Canada,Android,True,
335,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",sjmcmichael,Thu Dec 19 07:11:07 +0000 2019,140,"Brooklyn, NY",iPhone,True,
336,"RT @TheHackersNews: Dotless 'i' to pwn 'em all.

Interesting write up on ‘Unicode Case Mapping Collision’ attack and how the ‘forget passwo…",mayur_shingote,Thu Dec 19 07:11:11 +0000 2019,140,"Pune, India",Mobile device,True,
337,"RT @USCyberMag: 4.1 billion records were exposed within the first six months of 2019. This is a 52% rise from same period in 2018.

https:/…",mosterman,Thu Dec 19 07:11:12 +0000 2019,140,"Black Diamond, WA",iPad,True,
338,"RT @MichaelZemanek1: Hillary Clinton responds to White House's batshiat claim that she ""purposely lost the election with the aid of Russian…",Zooladie,Thu Dec 19 07:11:33 +0000 2019,140,NY27,iPhone,True,
339,RT @markets: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co/…,RSAlfonso1,Thu Dec 19 07:11:37 +0000 2019,140,,Android,True,
340,bwaahahahaaa this hacking was partial! Partial to pornstars with big asses!,romeldias,Thu Dec 19 07:11:44 +0000 2019,75,,Mobile device,False,
341,"Ethical Hacking Demo By Abrar on Dec 21st @ 9:00 am.
Ethical Hacking New batches are starting on Dec 23rd @11: 00 Am, 2:00pm, and 4pm , 6:oopm

Call : 📲: 9133333875 / 9133333871 
📧: Info@techmarshals.com
website: https://t.co/dx3EeoSoXG
Telegram Group: https://t.co/tuAotsLdgR https://t.co/M7H1wOlY7d",TechMarshals,Thu Dec 19 07:11:47 +0000 2019,300,"Hyderabad, India",-,False,
342,"RT @Stonekettle: WHO'S PLAYING 3D CHESS NOW, BITCHES? HAHAHAHAH! https://t.co/v0sTx3bu1C",heatherwilkey,Thu Dec 19 07:11:56 +0000 2019,88,"Calgary, Alberta CANADA",iPhone,True,
343,"RT @GeorgWebb: Ok Luke, now you have waited for the President to be impeached before showing us the Awan DNC hacking memos. How long are yo…",patriotpowermom,Thu Dec 19 07:12:14 +0000 2019,140,,iPhone,True,
344,RT @i_oofficial: lol when u get bored and just feel like hacking ur hometown promoters bc u want attention,memurphy7,Thu Dec 19 07:12:25 +0000 2019,106,Hell ,iPhone,True,
345,RT @hoodshordy: hackers are hacking everything except OSAP 😑 priorities ppl..,MistyLemieux,Thu Dec 19 07:12:38 +0000 2019,77,,iPhone,True,
346,RT @LLRX: Vladimir Putin 'still uses obsolete Windows XP' despite hacking risk - Official photos seem to show president using unsupported O…,juriconnexion,Thu Dec 19 07:12:39 +0000 2019,140,"Paris, France",iPhone,True,
347,"RT @Xsv0sH: Elite Spiders in the Dark Webs !

#Anonymous
#SpiderHive
#Hacking

🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑

Hope you enjoy ! https://t.co/mwMBpYXAzu",nonymousglobal,Thu Dec 19 07:12:58 +0000 2019,131,Hack The Planet,Mobile device,True,
348,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",erinfiebs,Thu Dec 19 07:12:59 +0000 2019,140,"Oakland, CA",iPhone,True,
349,Oh My...That’s a HUGE Load of BS. More Lies and Propaganda from Dear Leader’s staff (Stephen Miller) Actually That’s JUST CRA CRA,DebDeJam,Thu Dec 19 07:13:15 +0000 2019,129,,iPhone,False,
350,RT @markets: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co/…,Key2MiddleEast,Thu Dec 19 07:13:24 +0000 2019,140,,iPhone,True,
351,"A British man believed to be an instrumental member of the Dark Overlord hacking crew has been extradited to the US for trial.  On Wednesday, 39-year-old Nathan Wyatt, of Wellingborough, England, appeared in a federal district court in eastern Missouri ... https://t.co/FHi59qK2PM",_TheRegister,Thu Dec 19 07:13:28 +0000 2019,280,world+dog,-,False,
352,"(1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethical hacking, you must first understand that you need a good set of foundational skills.  These include understanding Linux, Networking, and a language like Python.",thecybermentor,Thu Dec 19 07:13:38 +0000 2019,280,United States,Mobile device,False,
353,"(6/?) On to the hacking. Again, you need a good foundation to start.  I'm going to be biased here and recommend my 15 hour course on network pentesting to start with your foundations: https://t.co/n0No1jsiuD.  This will brush up on Linux, Python, and guide you slowly through it.",thecybermentor,Thu Dec 19 07:13:39 +0000 2019,279,United States,Mobile device,False,thecybermentor
354,"(9/?) An important part of hacking is learning from others.  If you're doing hackthebox, try to learn from a team.  There are some great channels out there, including:

NetSecFocus: https://t.co/zOZcCWd5pn
TCL: https://t.co/Hb9oVstZwd
My Discord: https://t.co/Rr42kJHc9C",thecybermentor,Thu Dec 19 07:13:40 +0000 2019,270,United States,Mobile device,False,thecybermentor
355,"(10/?) Once you're getting comfortable, it's time to start rounding yourself out.  To be a good pentester, your skillset should include basic hacking methodology, active directory exploitation, web application pentesting, and wireless pentesting...amongst other things",thecybermentor,Thu Dec 19 07:13:40 +0000 2019,268,United States,Mobile device,False,thecybermentor
356,"RT @jawja100: Congress peels back secrecy to review Trump hacking policy

LAWMAKERS WON THE RIGHT TO REVIEW THE ADMINISTRATION'S OFFENSIVE…",PeopleDied2Vote,Thu Dec 19 07:13:43 +0000 2019,139,America,Android,True,
357,RT @thedawgyg: My friend Dave took a chance hiring a convicted blackhat as his linux system admin. The years that followed I was reintroduc…,dat_cool_dude_,Thu Dec 19 07:13:48 +0000 2019,140,,Android,True,
358,A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co/oIJtulz6JB,business,Thu Dec 19 07:13:49 +0000 2019,136,New York and the World,-,False,
359,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",SpiderwickHazel,Thu Dec 19 07:13:56 +0000 2019,140,,iPad,True,
360,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,DoKscho,Thu Dec 19 07:13:56 +0000 2019,140,,Mobile device,True,
361,"RT @MuellerSheWrote: When we joked about this, we were unwittingly not joking. https://t.co/5QUIvW29AY",retiredrn5,Thu Dec 19 07:14:12 +0000 2019,102,CA,Android,True,
362,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",JamesFinbow,Thu Dec 19 07:14:14 +0000 2019,140,"Norwich, England",iPhone,True,
363,@free_thinker what do you know about hacking?,vikrantsaxena19,Thu Dec 19 07:14:18 +0000 2019,45,New Delhi,Mobile device,False,free_thinker
364,"@kttphoenix What?

You asked me why we were talking about Putin.

The reason is that he is attacking NATO; the USA; other countries (with mass murder); our elections (with hacking &amp; mass propaganda attacks &amp; spy infiltrations like Butina's) &amp; using people like Trump to do it.

Your Answer.",Villagejonesy,Thu Dec 19 07:14:23 +0000 2019,302,"San Francisco, CA",Mobile device,False,kttphoenix
365,Hacking into Websites Daily is Their Job - Communist China - https://t.co/KDMNctrUQe Huawei boss Liang Hua: 'Our top priority is to ensure survival',HSOGermanMH,Thu Dec 19 07:14:35 +0000 2019,148,"Milwaukee, WI",Web,False,
366,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",kitkatmckey,Thu Dec 19 07:14:45 +0000 2019,140,,Mobile device,True,
367,Good thread!,SpiderwickHazel,Thu Dec 19 07:14:46 +0000 2019,12,,iPad,False,
368,"RT @LPrivileged: 3. The CIA concluded in 2016 that Russia had authorised hacking and other tactics to assist Trump.

In UK in 2016, over 15…",LPrivileged,Thu Dec 19 07:14:55 +0000 2019,140,"England, United Kingdom",Android,True,
369,RT @SangramSatpath3: Can any cyber expert of course other than the person below please explain what is partial hacking???? https://t.co/GYl…,goeltm_tg,Thu Dec 19 07:14:56 +0000 2019,140,,iPhone,True,
370,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",ManhattanMara,Thu Dec 19 07:15:03 +0000 2019,140,New York,iPhone,True,
371,RT @TheMurdochTimes: 'Police trying to break up #ClimateCrisis protests outside the Australian Prime Minister's Sydney home are coughing an…,Mediarama2,Thu Dec 19 07:15:11 +0000 2019,140,,iPhone,True,
372,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",Nowran,Thu Dec 19 07:15:28 +0000 2019,140,,Android,True,
373,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",JeDoKeDo,Thu Dec 19 07:15:35 +0000 2019,140,Sudan,Android,True,
374,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",RandomBongVibe,Thu Dec 19 07:15:37 +0000 2019,140,India,Android,True,
375,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",LVSelbs,Thu Dec 19 07:15:44 +0000 2019,140,,iPhone,True,
376,"RT @USCyberMag: 4.1 billion records were exposed within the first six months of 2019. This is a 52% rise from same period in 2018.

https:/…",ConnieOBri,Thu Dec 19 07:15:52 +0000 2019,140,"Tacoma, WA",iPhone,True,
377,"RT @three_cube: SCADA Hacking: The PROFIBUS/Profinet Communication Protocol (the protocol used by Stuxnet)

 #profinet #scada #scadahacking…",WslKali,Thu Dec 19 07:15:56 +0000 2019,140,,Android,True,
378,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,miyakilee,Thu Dec 19 07:15:59 +0000 2019,140,,iPhone,True,
379,How do you enumerate subdomains of a website with an invalid SSL certificate? https://t.co/vb8yPuYVXC,redd_anon,Thu Dec 19 07:16:01 +0000 2019,101,t̕è̶̕h̕ ̸int͘e͘͡r͞͠n̵͝et͘s̸̡,-,False,
380,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,worldbinacular,Thu Dec 19 07:16:11 +0000 2019,140,,iPhone,True,
381,Golden in its entirety!,ozgurcakmk,Thu Dec 19 07:16:12 +0000 2019,23,"İstanbul, Türkiye",Mobile device,False,
382,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",DIOSecurity,Thu Dec 19 07:16:15 +0000 2019,140,,iPhone,True,
383,RT @frankgr: A Chinese hacking group was able to spy for years while staying under the radar. This morning we published our research in a r…,avuko,Thu Dec 19 07:16:18 +0000 2019,140,Solar System ⊙,Mobile device,True,
384,RT @dovnorman18: Not from the Onion but from a WH source – “Hillary Clinton purposely lost the election with the aid of Russian hacking so…,wacokid49_5,Thu Dec 19 07:16:22 +0000 2019,139,"Georgia, USA",iPhone,True,
385,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",capturedbyryan,Thu Dec 19 07:16:25 +0000 2019,140,mn,Mobile device,True,
386,RT @sofiadmateus: This is not exactly hacking but it is a great reminder of how people willingly give away information on social media that…,JordanWildon,Thu Dec 19 07:16:30 +0000 2019,140,"Bonn, Germany",Mobile device,True,
387,"RT @MuellerSheWrote: When we joked about this, we were unwittingly not joking. https://t.co/5QUIvW29AY",RandyHauser,Thu Dec 19 07:16:33 +0000 2019,102,,Android,True,
388,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,IcedCitrus,Thu Dec 19 07:16:35 +0000 2019,140,,Mobile device,True,
389,This absolute whopper talking about morality like he didnt authorise hacking a dead girl's phone.,Ev_Watson,Thu Dec 19 07:16:39 +0000 2019,97,London,Android,False,
390,😴😴😴😴😴 sure 😴😴😴😴😴,abovethe_clouds,Thu Dec 19 07:16:42 +0000 2019,16,Dimeless D’Ware,-,False,
391,"Top story: New study shows just how bad vehicle hacking has gotten - Roadshow https://t.co/fGPT0vFV2d, see more https://t.co/Foqoq727h0",DLsec101,Thu Dec 19 07:16:50 +0000 2019,135,,-,False,
392,The #CAA part is the hacked one? 🤔,JohnBhrn,Thu Dec 19 07:16:51 +0000 2019,34,"Indianapolis, IN",iPhone,False,
393,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",imgettingalong,Thu Dec 19 07:16:54 +0000 2019,140,"Phoenix, AZ",iPhone,True,
394,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,theresamax,Thu Dec 19 07:17:18 +0000 2019,140,,iPhone,True,
395,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",JJelnes,Thu Dec 19 07:17:29 +0000 2019,140,,iPhone,True,
396,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,HannnRez,Thu Dec 19 07:17:38 +0000 2019,140,,iPhone,True,
397,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",Zero0x00,Thu Dec 19 07:17:42 +0000 2019,140,"New Delhi, India",Android,True,
398,"RT @KaseyJRocks: @piersmorgan Shouldn't have been allowed? Why? Is lying the new norm nowadays? We have a lying misogynistic, racist - not…",Djbucksta,Thu Dec 19 07:17:58 +0000 2019,139,,Android,True,
399,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,STEFPMP,Thu Dec 19 07:17:59 +0000 2019,140,Europe.,Android,True,
400,RT @foxit: Operation Wocao: shining a light on one of China's hidden hacking groups. https://t.co/xEY38US0HR https://t.co/39D7gEaUNf,FSDominguez,Thu Dec 19 07:18:00 +0000 2019,132,,Android,True,
401,"@MetalGuru73 @sulaAlice @NormaHayton2 @jeremycorbyn @UKLabour America uses voting machines, which are vulnerable to software faults, hacking, malicius intent. Different rigging opportunities.",veg_grower,Thu Dec 19 07:18:01 +0000 2019,191,Yorkshire,Mobile device,False,MetalGuru73
402,"RT @hackthebox_eu: Time to pump up your #HTB #swag collection 😎
From hoodies to stickers, it's all here ➡️ https://t.co/KDiYLYdZ1w
#hackthe…",Secopsgeek,Thu Dec 19 07:18:04 +0000 2019,140,Cyber Space,Android,True,
403,".@Iamkamyapunjabi’s response to the person who tried hacking her account is every Kattar Punjabi ever, check it out!🤓

#Television | #BB13 | @BiggBoss | @biggboss_update | @BeingSalmanKhan | @ColorsTV | #SidharthShukla | #ShehnaazGill | @kamyapanjabi_fc 

https://t.co/dnjtupwcqj",Spotboye,Thu Dec 19 07:18:24 +0000 2019,279,Mumbai,Mobile device,False,
404,RT @foxit: Operation Wocao: shining a light on one of China's hidden hacking groups. https://t.co/xEY38US0HR https://t.co/39D7gEaUNf,n9iels,Thu Dec 19 07:18:40 +0000 2019,132,Nederland,Android,True,
405,"RT @Spotboye: .@Iamkamyapunjabi’s response to the person who tried hacking her account is every Kattar Punjabi ever, check it out!🤓

#Telev…",300nishant,Thu Dec 19 07:18:40 +0000 2019,140,"Allahabad, India",Android,True,
406,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",bok_bok_ba_GOK,Thu Dec 19 07:18:46 +0000 2019,140,,Mobile device,True,
407,"RT @the_aang1: @smittal_ips @IPS_Association Does it teach about ""Partial Hacking""??",raktiec,Thu Dec 19 07:18:58 +0000 2019,84,,iPhone,True,
408,Member of “The Dark Overlord” Hacking Group Extradited From United Kingdom to Face Charges in St. Louis https://t.co/j9aLMlW9D5,HackerSpyNet1,Thu Dec 19 07:19:02 +0000 2019,127,Bonn,-,False,
409,RT @danto_ma: SaaS Growth Hacking – ZERO to Over $25K MRR in 6 Months https://t.co/6n1f32wlb1 by @subhashchy #growthhacking #SaaS,subhashchy,Thu Dec 19 07:19:03 +0000 2019,129,mumbai,iPhone,True,
410,[LOUD COUGHING AND HACKING],ricardobot_,Thu Dec 19 07:19:05 +0000 2019,27,"*in the kitchen, staring at th",-,False,
411,[Hacking Exposed Industrial Control Systems: ICS and SCADA Security Secrets &amp; Solutions] has been published on CyberWar - Secure your ICS and SCADA systems the... https://t.co/K6pkml9HTU,CyberDomain,Thu Dec 19 07:19:09 +0000 2019,190,Cyber Domain,-,False,
412,"Check out ""Operation Wocao : Shining a light on one of China’s hidden hacking groups"" https://t.co/6VluMNLrgX , I enjoyed reading it",123579D,Thu Dec 19 07:19:10 +0000 2019,132,"Beverwijk, the Netherlands",-,False,
413,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,gwgoodwin,Thu Dec 19 07:19:14 +0000 2019,140,,Mobile device,True,
414,"@NlCOLEMlTCHELL All sorts of hacking goes on, but you can live your life Mrs. 
Your tweets make me laugh actually.",Reflecta__,Thu Dec 19 07:19:18 +0000 2019,114,,Android,False,NlCOLEMlTCHELL
415,"RT @hatr: Fox-IT has put a very interesting report on APT20, a group that has been quiet for years, as  @frankgr tells Bloomberg. One inter…",r00tbsd,Thu Dec 19 07:19:21 +0000 2019,140,World,Android,True,
416,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",dlspace108,Thu Dec 19 07:19:23 +0000 2019,140,United States,iPhone,True,
417,"@Contrarian you were just cited in a court filing where Craig Wright claims you were hacking him, any comments?",btcdragonlord,Thu Dec 19 07:19:26 +0000 2019,111,B4AB 721C 8E06 CD76 ACE6 1F00,Mobile device,False,Contrarian
418,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",lmcveyii,Thu Dec 19 07:19:28 +0000 2019,140,,Android,True,
419,Luke never had the Awan DNC hacking memos.,thaaak,Thu Dec 19 07:19:35 +0000 2019,42,,Mobile device,False,
420,RT @business: A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co…,BltnsFrmTheFrnt,Thu Dec 19 07:19:45 +0000 2019,140,"Memphis, TN",iPhone,True,
421,"RT @jfruh: ROBBY MOOK [visibly sweating]: secretary clinton, these numbers look really bad. we need to set up some on-the-ground events for…",the_gwalla,Thu Dec 19 07:19:46 +0000 2019,140,,Mobile device,True,
422,"@malawadh @ussama14 @abualkomboz @husseinbahadi @jalharoon @prom2035 @ARABNM @MajidRoshdi_MKT @MalekTael (Growth hacking) is one of the most underestimated strategy in our market, I can see it becoming more used in the becoming years as part of cutting down marketing costs.",Reemarkpnu,Thu Dec 19 07:19:54 +0000 2019,274,Riyadh,iPhone,False,malawadh
423,RT @comradarjun: No Comments! Partial Hacking 🤔 https://t.co/eLeMbxWuD5 https://t.co/ItoQsevLWz,ishatadashi,Thu Dec 19 07:20:07 +0000 2019,95,സ്വർഗ്ഗം/:,Android,True,
424,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",inspiring43v3r,Thu Dec 19 07:20:08 +0000 2019,140,India,Mobile device,True,
425,"RT @hatr: Fox-IT has put a very interesting report on APT20, a group that has been quiet for years, as  @frankgr tells Bloomberg. One inter…",bluegod,Thu Dec 19 07:20:11 +0000 2019,140,"London, UK",-,True,
426,"RT @MichaelZemanek1: Hillary Clinton responds to White House's batshiat claim that she ""purposely lost the election with the aid of Russian…",matryoskadoll,Thu Dec 19 07:20:13 +0000 2019,140,Cyber space,Mobile device,True,
427,"Brilliant thread if you want to to get into the pentesting/ethical hacking space. Even if you are, some great insight and people to following mention in this thread! #infosec #hacking #Pentesting",GeoffChisnall,Thu Dec 19 07:20:17 +0000 2019,195,"Cape Town, South Africa",-,False,
